Name,Country,Genre,Status
Barilium,Sweden,Melodic Death/Groove Metal,Active
Baring Teeth,United States,Progressive/Technical Death Metal,Active
Barishi,United States,Progressive Metal,Active
Barizon,Brazil,Stoner Rock/Metal,Active
Bark,Norway,Black Metal,On hold
Bark,Belgium,Groove Metal/Death 'n' Roll,Active
Barkhouse,"Korea, South",Heavy Metal/Hard Rock,Active
Barking Spider,United States,Power/Thrash Metal,Active
Barkron,Peru,Black/Death Metal,Unknown
Barksten,Sweden,Medieval/Folk Metal,Split-up
Barktok,Mexico,Heavy Metal,Active
Barloventos,Argentina,Folk/Power Metal,Active
Barn Burner,Canada,Stoner/Heavy Metal,Split-up
Barney UV,Netherlands,Death Metal,Split-up
Barni,Argentina,Heavy Metal,Active
Barock,Denmark,Symphonic/Progressive Metal/Rock,Split-up
Barock,Germany,Heavy Metal,Split-up
BaRok-Projekto,Brazil,Neoclassical Power Metal,Active
Baron,Germany,Death Metal,Split-up
Baron Blade,Slovakia,Heavy/Power Metal,Active
Baron d'Estigny,Japan,Progressive Melodic/Gothic Metal,Active
Baron Haze,Australia,Black/Death Metal,Active
Barón Rojo,Spain,Heavy Metal,Active
Baron Samedi,Russia,Industrial Death Metal/Synthpop/Noisegrind,Active
Baron Steele,United States,Epic Heavy Metal,Split-up
Barona,Argentina,Gothic Metal,Unknown
Baroness,United States,"Progressive Sludge Metal, Progressive Rock",Active
Barong,Indonesia,Thrash Metal,Unknown
Barongan,Malaysia,Heavy Metal/Hard Rock,Unknown
Barophobia,Sweden,Thrash Metal,Split-up
Barque of Dante,China,Power Metal,Active
Barr-Nevai,United States,Thrash Metal/Experimental,Changed name
Barra Libre,Spain,Groove/Thrash Metal/Crossover,Active
Barra Pesada,Brazil,Stoner Metal,Active
Barra Xul,Canada,Melodic/Technical Brutal Death Metal,Active
Barrabas,Colombia,Thrash Metal,Split-up
Barrabás,Brazil,Black Metal,Active
Barrabás d.C,Brazil,Thrash/Death Metal,Split-up
Barracuda,Czech Republic,Technical Death/Thrash Metal,Split-up
Barracuda,Belarus,Death 'n' Roll/Industrial Metal,Active
Barred in 50 States,United States,Thrash/Sludge/Doom Metal,Active
Barreleye,Germany,Melodic Death Metal/Metalcore,Active
Barren,United States,Black Metal,Unknown
Barren Altar,United States,Black/Doom Metal,Active
Barren Canyon,Canada,Atmospheric Black Metal,Active
Barren Cross,United States,Heavy Metal,Active
Barren Earth,Finland,Progressive Melodic Death/Doom Metal,Active
Barren Harvest,United States,Black Metal/Punk,Active
Barren Heir,United States,Sludge/Doom Metal,Active
Barren Oak,United States,Experimental Black/Death Metal,Active
Barriada,Japan,Thrash Metal,Split-up
Barricade,Czech Republic,Thrash Metal/Crossover,Active
Barritus,Germany,Thrash Metal,Split-up
Barrow,Belarus,Post-Black Metal,Split-up
Barrow Wight,Canada,Heavy/Black Metal,Active
Barrowlands,United States,Progressive Black Metal,Active
Barrows,Canada,Brutal Death Metal,Active
Barry Kuzay,United States,Neoclassical Heavy Metal,Active
Barry Philip Etches,Canada,Heavy Metal,Split-up
Barry the Mortician,United States,Death Metal,Active
Bärsärk,Russia,Thrash Metal,Split-up
Barshasketh,New Zealand,Black Metal,Active
Barsoom,Russia,Melodic Power Metal,Active
Barthafah,Malaysia,Black Metal,Active
Bartholin,United States,Black Metal,Active
Bartholomeus Night,Israel,Black Metal,Split-up
Bartok,Spain,Progressive Metal,Active
Bartolomeus,Finland,Thrash Metal,Split-up
Barús,France,Progressive Death Metal,Active
Barvorum,Hungary,"Black Metal (early), Death Metal (later)",Split-up
Barzabel,Netherlands,Black Metal,Active
Barzah,Indonesia,Black Metal,Active
Barzak,Bangladesh,Black/Death Metal,Changed name
Barzakh,Morocco,Black/Symphonic Metal,Active
Barzakh,United Arab Emirates,Black Metal,Split-up
Barzakh,Indonesia,Black Metal,Active
Basalisk,Canada,Progressive Death/Black Metal,Active
Basalte,Canada,Atmospheric Black Metal,Active
Basalto,Portugal,Stoner Metal/Rock,Active
Basanos,Austria,Thrash/Groove Metal,Split-up
Basara,Italy,Grindcore/Death Metal,Active
Basarab,Germany,Atmospheric Black Metal,On hold
Basatia,Spain,Heavy Metal,Split-up
Basca,Ecuador,Heavy/Thrash Metal,Active
Basement,Austria,Power Metal,Active
Basement,Poland,Death/Thrash Metal,Active
Basement Child,Germany,Power/Heavy Metal,Changed name
Basement Torture Killings,United Kingdom,Death Metal/Grindcore,Active
Bashful,United States,Heavy Metal,Split-up
Bashful Alley,United Kingdom,NWOBHM,Split-up
Bashingsay,Indonesia,Brutal Death Metal,Active
Basic Dreams,Italy,Melodic Thrash/Death Metal with Progressive elements,Active
Basic Necromancy,Finland,Psychedelic Stoner/Doom Metal,Active
Basiliades,Spain,Brutal Death Metal/Grindcore,Active
Basilisk,Japan,Black/Death Metal,Active
Basilisk,Germany,Black Metal,Split-up
Basilisk,Netherlands,Stoner/Sludge Metal,Active
Basilisk,United States,Thrash/Speed Metal,Split-up
Basilisk,Chile,Thrash Metal,Split-up
Basilisk,Germany,Gothic Metal,Active
Basilisk,United Kingdom,Black Metal,Split-up
Basiliskk,United States,Black Metal,Changed name
Basilysk,United States,Black Metal,Active
Baskerville,Japan,Heavy Metal,Active
Baskíria,Hungary,Black Metal,Split-up
Basmasura,Brazil,Black Metal,Split-up
Bašmu,Canada,Black Metal,Active
Bassaium,Japan,Death Metal,Active
Bassinvaders,Germany,Experimental Power/Thrash Metal,Unknown
Bast,United Kingdom,Sludge/Doom Metal,Active
Bast,Czech Republic,Thrash Metal,Active
Bastaard,Netherlands,Black Metal,Unknown
Bastaerdschwaerd,Netherlands,Raw Black Metal,Active
Bastard,Czech Republic,Heavy Metal,Active
Bastärd,Russia,Black/Speed Metal,Active
Bastard,Poland,Thrash Metal,Split-up
Bastard,Poland,Thrash/Death Metal,Split-up
Bastard,Iceland,Black/Death Metal,Split-up
Bastard,Germany,Death Metal,Active
Bastard,Austria,Black Metal,Split-up
Bastard,Brazil,Death Metal,Active
Bastard,United States,Black/Thrash Metal,Active
Bastard,Netherlands,Death Metal,Split-up
Bastard,Slovakia,"Melodic Thrash Metal (early), Death/Thrash Metal (later)",Changed name
Bastard,Colombia,Death Metal,Split-up
Bastard,Poland,Death Metal,Changed name
Bastard Chain,Puerto Rico,Melodic Death Metal,Active
Bastard Christ,Peru,Black Metal,Active
Bastard Divine,Poland,Blackened Death Metal,Active
Bastard Feast,United States,Sludge/Death Metal/Grindcore/Crust,On hold
Bastard Grave,Sweden,Death Metal,Active
Bastard Head,United Kingdom,Thrash Metal,Split-up
Bastard Lord,United States,Psychedelic Doom Metal,Active
Bastard Nation,Germany,Heavy/Power Metal,Active
Bastard of Majesty Sin,United States,Black Metal/Noise,Split-up
Bastard of the Skies,United Kingdom,Sludge Metal,Active
Bastard ov Betlehem,Finland,Funeral Doom Metal,Changed name
Bastard Peels,Austria,Grindcore/Death Metal,Active
Bastard Priest,Sweden,Death Metal,Active
Bastard Saint,United States,Southern/Stoner/Doom Metal,Active
Bastard Saints,Italy,Brutal Death Metal,Active
Bastard Sapling,United States,Black Metal,Active
Bastard Son,Canada,Death Metal,Active
Bastard Sons,United States,Death Metal,Active
Bastard Spawn,United States,Black/Death Metal,Split-up
The Bastard Squad,United States,Thrash Metal/Crossover,Unknown
Bastard Squad,United States,Crossover,Split-up
Bastard Thieves,United States,Black/Sludge Metal,Active
Bastard's Breed,United States,Heavy/Thrash Metal/Horror Punk,Active
Bastardator,Canada,Thrash Metal,Split-up
Bastardhammer,United Kingdom,Death Metal/Crust Punk,Active
Bastardi,Mexico,Depressive Black Metal,Active
Bastardized,Singapore,Melodic Doom/Death Metal,Active
Bastardizer,Australia,Blackened Thrash Metal,Active
Bastardo,Germany,Stoner Metal,Active
Bastardös,Argentina,Thrash Metal,Active
Bastardos,Argentina,Heavy/Thrash Metal,Active
Bastardos del Metal,Spain,Thrash Metal/Crossover/Grindcore,Split-up
Bastards,Spain,Thrash Metal,Split-up
Bastärds,Chile,Punk/Speed/Thrash Metal,Active
Bastardsword,Germany,Death Metal,Active
Bastarth,Russia,Pagan Black Metal,Split-up
Bastayer,Mexico,Blackened Death Metal,Active
Basterd,Indonesia,Thrash Metal,Unknown
Bastille,United States,Progressive/Power Metal,Split-up
Bastinado,Finland,Death Metal/Grindcore,Active
Bastion,United Kingdom,Thrash Metal,Split-up
Bastión,Argentina,Thrash/Death Metal,Active
Bastion,Poland,Death Metal,Changed name
Bastion,Argentina,Heavy Metal,Split-up
Bastion of Darkness,Ukraine,Black Metal,On hold
Bastion Z,Ukraine,Thrash Metal,Active
BastRad,United Kingdom,Heavy/Thrash Metal,Active
Basttard,Mexico,Black Metal,Active
Bastyon,Germany,Heavy Metal,Split-up
Basura,United States,Death Metal,Unknown
Bat,United States,Heavy/Speed Metal,Active
Bat Bones,Japan,Thrash Metal,Split-up
Bat Castle,United States,Black/Death/Groove Metal/Grindcore,Split-up
Bataan Death March,United States,"Death Metal/Grindcore, Crossover/Thrash Metal",Active
Batakazzo,Chile,Goregrind,Active
Bataklan,Belgium,Death Metal,Split-up
Batalion d'Amour,Poland,Gothic Rock/Metal,Active
Batallion,Chile,Blackened Thrash Metal,Active
The Batallion,Norway,Blackened Death/Thrash Metal,Active
Batallón,Paraguay,Thrash Metal,Split-up
Batallón de Castigo,Spain,RAC/Thrash Metal,Active
Batan,Argentina,Heavy Metal,Active
Batarakala,Indonesia,Thrash Metal,Active
Bateria,Sweden,Death/Thrash Metal,Split-up
Bates Motel,Canada,Gothic Metal,Split-up
Bates Motel,United Kingdom,Heavy Metal/Rock/Sludge Metal/Grunge,Active
Bath Salt Zombies,Puerto Rico,Crossover/Thrash Metal,Active
Bathe,United States,Doom/Sludge Metal,Active
Bathed in Blood,Canada,Death Metal,Split-up
Bathim,Italy,Black Metal,Split-up
Bathomet,Greece,Black Metal,Split-up
Bathory,Sweden,"Black/Viking Metal, Thrash Metal",Split-up
Bathoven,Finland,Heavy Metal,Active
Bathsheba,Belgium,Doom Metal,Active
Bathuel,Poland,Pagan Black Metal,Changed name
Bathurzum,Portugal,Black Metal,Active
Bathyal,Germany,Melodic Death Metal,Split-up
Bathym,United States,Black/Death Metal,Unknown
Bathym Throne,Colombia,Black Metal,Active
Bathyum,United Kingdom,Black Metal,Active
Batilda,United States,Black Metal,Active
Batillus,United States,Blackened Doom Metal,Active
Batina,Slovenia,Thrash/Groove Metal,Unknown
Baton Rogue Morgue,Finland,Heavy Metal,Active
Baton Rouge,Germany,Heavy Metal,Split-up
Batosay,Indonesia,Power Metal,Active
Batrakos,Italy,"Raw Black Metal, Noise",Active
Batraz,Italy,Black Metal,Split-up
Batsheva,United States,Melodic Black/Doom Metal,Active
Batstorm,Thailand,Speed/Thrash/Death Metal,Unknown
Battagia,Finland,Heavy Metal/Hard Rock,Split-up
Battalion,United States,Speed/Heavy Metal,Split-up
Battalion,Switzerland,Thrash Metal,Split-up
Battalion,United States,Power Metal,Split-up
Battalion,Australia,Black Metal,Split-up
Battalion,United States,Progressive Power Metal,Split-up
Battalion,Belgium,Thrash Metal,Split-up
Battalion,Brazil,Heavy Metal,Active
Battalion,Denmark,Thrash Metal,Split-up
Battalion,Belgium,Death Metal,Active
Battalion Slaughtered,United States,Goregrind/Death Metal,Unknown
Battalions,United Kingdom,Sludge/Stoner Metal,Active
Battary,Germany,Power/Thrash Metal,Split-up
Battatrox,Mexico,Thrash Metal,Active
Batter,Netherlands,Thrash Metal,Split-up
Battered,Norway,Thrash Metal,On hold
Battered,United Kingdom,Heavy/Thrash Metal,Split-up
Battered,Germany,Thrash Metal,Split-up
Battered Intestine,Netherlands,Goregrind,Unknown
Battered Midgets,United States,Thrash Metal,Unknown
Battered Soul,United States,Death Metal,Split-up
Battering Ram,Netherlands,Heavy/Speed Metal,Split-up
Battering Ram,United States,Death Metal,Active
Battering Ram,Belgium,"Heavy Metal (early), Symphonic Power Metal (later)",Active
Battersea,United States,Post-Metal,Active
Battery,Brazil,Thrash Metal,Split-up
Battery,Hungary,Heavy/Thrash Metal,Unknown
Battery,Japan,Thrash Metal,Unknown
Battery,Germany,Thrash Metal,Split-up
Battery,United States,Heavy/Power Metal,Split-up
Battery,Denmark,Thrash Metal,Active
Battery,Poland,Thrash/Power Metal,Split-up
Battlash,Japan,Thrash Metal,Unknown
Battle,Finland,Raw Black Metal,Changed name
Battle,Brazil,Power Metal,Split-up
Battle,Colombia,Black Metal,Active
Battle Angel,United States,Heavy/Power Metal,Split-up
Battle Arena,Spain,Power/Thrash Metal,Split-up
Battle Axe,United States,Heavy Metal/Glam,Split-up
Battle Axe,Japan,Heavy Metal,Split-up
Battle Axes,Germany,Heavy Metal,Changed name
Battle Beast,Finland,Heavy Metal,Active
Battle Bratt,United States,"Power Metal (early), Electronic/Heavy Metal (later)",Active
Battle Cries,United Kingdom,Heavy Metal,Split-up
Battle Cry,Argentina,Heavy/Power Metal,Active
Battle Dagorath,International,Black Metal/Ambient,Active
Battle Hag,United States,Stoner/Doom Metal,Active
Battle Head,Indonesia,Metalcore,Active
Battle Hymn,Malaysia,Black Metal,Active
Battle of Mice,United States,Sludge/Doom Metal/Post-Rock,Split-up
Battle of the War Machines,United Kingdom,Metalcore,Split-up
Battle Path,United States,Black/Doom Metal,Active
Battle Raider,Mexico,Heavy Metal,Active
Battle Ram,Italy,Epic Heavy Metal,Active
Battle Royal,Iran,Symphonic Death/Black Metal,Split-up
Battle Shrine,Japan,Heavy Metal,Active
Battle Slaughter,United States,Thrash/Black Metal,Active
Battle Tales,Switzerland,Folk Metal,Active
Battle Tyrant,United States,Black Metal,Split-up
The Battle Within,United States,Melodic Death Metal/Deathcore,Active
Battleaxe,United Kingdom,NWOBHM,Active
Battlechrist,Finland,Epic Heavy Metal,Split-up
Battlecreek,Germany,Thrash Metal,Active
Battlecross,United States,Melodic Thrash/Death Metal,Active
Battlecrown,Croatia,Melodic Black/Death Metal,Active
Battlecry,United States,Heavy Metal,Unknown
Battlecry,Belgium,Heavy/Power/Speed Metal,Split-up
Battlefield,Poland,Heavy Metal,Split-up
Battlefield,Italy,Heavy Metal,Split-up
Battlefield,Germany,"Thrash Metal (early), Progressive Metal (later)",Split-up
Battlefields,United States,Sludge Metal,Active
Battlefront,United States,Thrash Metal,Active
Battlegoat,Finland,Black Metal,Active
Battlegrim,Indonesia,Black Metal,Active
Battlehawk,Japan,"Heavy/Speed Metal, Hardcore",Active
Battleheart,United Kingdom,Folk/Power Metal,Changed name
BattleHeart,Netherlands,Heavy Metal,Split-up
Battlehorn,Spain,Viking/Folk Metal,Active
Battlehorns,France,Black Metal,Split-up
Battlelore,Finland,Epic Symphonic Metal,Active
Battlelust,Sweden,Death/Black Metal,Split-up
Battlemaster,United States,Black/Death Metal,Active
Battlerage,Chile,Heavy Metal,Active
Battleroar,Greece,Epic Heavy/Power Metal,Active
Battleroar,Hungary,Pagan/Black Metal,Split-up
Battles Emerge,United States,Power/Thrash Metal,Active
Battlesoul,Canada,Folk/Melodic Death/Power Metal,Active
Battlespawn,United States,Thrash Metal,Active
Battlestorm,Singapore,Death/Black Metal,Active
Battlesword,Germany,Melodic Death Metal,Active
Battletorn,United States,Thrash Metal/Crossover,On hold
Battlewitch,United Kingdom,Heavy Metal,Split-up
BattleX,Slovenia,Heavy/Thrash Metal,Active
Battlezone,United Kingdom,"Heavy Metal (1980s), Groove Metal (1990s)",Split-up
Battlorn,Turkey,Epic Power Metal,Split-up
Battue,Germany,Thrash/Death Metal,Active
Batu Nisan,Indonesia,Gothic Metal,Active
Batushka,Poland,Black/Doom Metal,Active
Baubas,Lithuania,Thrash/Death Metal,Active
Bauda,Chile,Post-Metal/Folk Metal,Active
Bauglir,Mexico,Melodic Death Metal,Active
Baum,Germany,"Folk/Black Metal (early), Black/Heavy Metal (later)",Active
Baumbart,Germany,Folk Metal,Active
Bäume statt Bürger,Germany,Black Metal,Split-up
Bauopfer,Brazil,Black Metal,Unknown
Bauschutt,Germany,Heavy/Thrash/Death Metal,Split-up
Baustelle,Germany,Power Metal,Split-up
Bavariatrocity,France,Black Metal,Split-up
Bavmorda,United States,Power Metal,Split-up
Baxaxa,Argentina,Black Metal,Split-up
Baxaxaxa,Germany,Black Metal,Split-up
Bay Leaf,Germany,Power/Heavy Metal,Active
Bay of Pigs,United States,Doom/Stoner Metal/Hard Rock,Active
Bayemon,France,Black Metal,Split-up
Baygon Vert,France,Sludge/Doom Metal,Active
Bayi,United States,Death Metal/Grindcore,Split-up
Bayonet,Turkey,Thrash Metal,Active
Bayonet Hell,United States,Thrash Metal,On hold
Bayou,Australia,Southern/Sludge Metal,Active
Bayron,Argentina,Power Metal,Active
Bayt Gadol,Turkey,Melodic Death Metal with Middle Eastern influences,Split-up
Bayview Suspect,Australia,Melodic Death Metal/Deathcore,Active
Bazöoka,Taiwan,Thrash Metal,Active
Bazooka,Spain,Stoner/Sludge Metal,Active
Bazooka,Malaysia,Heavy Metal,Unknown
Bazzah,Malaysia,Black Metal,Unknown
Bazznakkh,Germany,Black Metal,Active
BDussy,United States,Brutal Death Metal/Goregrind,Split-up
Be Fading Fast,Czech Republic,Death Metal,On hold
Be Not Betrayed,South Africa,Black Metal,Active
Be Persecuted,China,Depressive Black Metal,Active
Be'lakor,Australia,Melodic Death Metal,Active
Beach Pneumatic,United States,Black Metal,Active
Beak,United States,Atmospheric Sludge/Post-Metal,Active
Bealiah,Indonesia,Black Metal,Split-up
Beanflipper,Australia,Death Metal,Split-up
Beansidhe,Switzerland,Death/Thrash Metal,Active
Bear Brawler,France,Stoner/Sludge Metal,Active
Bear Fight!,United States,Sludge/Stoner Metal/Rock,Active
The Bear Hunters,Canada,Melodic Death Metal,Active
Bear Mace,United States,Death Metal,Active
Bear the Pain,Germany,Melodic Death Metal/Metalcore,Active
Bear Witness,United States,Melodic Death Metal,Active
Beard,United States,Death Metal,Split-up
Beard of Antlers,United States,Stoner/Doom/Sludge Metal,Active
Beard of Zeuss,United Kingdom,Stoner/Sludge Metal,Active
Beard the Lion,United States,Technical Death Metal/Metalcore,Split-up
Beard Without a Mustache,United States,Grindcore,Active
The Bearded Assholes,United States,Death Metal,Split-up
Bearded Fetus,United States,Brutal Death Metal,Changed name
The Bearded Ones,Germany,Melodic Death Metal,Active
Bearded Ox,United States,Sludge Metal,Active
Bearfood,Hungary,Doom Metal,Active
Beargalat,Finland,Black/Death Metal,Split-up
Bearhammer,United States,Thrash/Sludge Metal,Active
Bearhunter,United States,Stoner/Doom Metal,Active
Bearing,United States,Groove Metal,Active
Bearing Gruesome Cargo,United States,Black Metal,Unknown
Bearish,Brazil,Death/Black Metal,Changed name
Bearstorm,United States,Progressive Death/Black Metal,Active
Beast,Spain,Thrash Metal,Changed name
Beast,Germany,Heavy Metal,Split-up
Beast,Germany,Black/Thrash Metal,Unknown
The Beast,United States,Death/Doom Metal,Split-up
The Beast,United States,Thrash/Groove Metal,Split-up
The Beast,United States,Heavy Metal,Split-up
The Beast,Belgium,Raw Black Metal,Active
Beast Conjurator,Brazil,Death Metal,Split-up
Beast Impalor,Australia,Symphonic Folk Death Metal,Active
Beast in the Field,United States,Stoner/Doom Metal,Split-up
Beast Light,Mexico,Heavy/Thrash Metal,Active
